"uid","domainID","siteID","namedLocation","laboratoryName","collectDate","processedDate","genomicsSampleID","deprecatedVialID","dnaSampleID","internalLabID","sequenceAnalysisType","testMethod","sampleMaterial","sampleMass","nucleicAcidConcentration","nucleicAcidQuantMethod","nucleicAcidPurity","dnaPooledStatus","qaqcStatus","dnaProcessedBy","remarks","dataQF","publicationDate"
"c87b72f2-c241-496f-ac9b-016634232c68","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics",2018-07-12 14:51:00,2019-01-14,"HARV_013-O-20180712-COMP",NA,"HARV_013-O-20180712-COMP-DNA1","18S_05_0399","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,49,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"53f35d8a-f6bb-4a1d-9346-c69fd8b914c9","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics",2018-07-12 13:44:00,2019-01-02,"HARV_013-M-33-23-20180712-GEN",NA,"HARV_013-M-33-23-20180712-GEN-DNA1","18S_03_0195","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,3.5,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"7564bfbb-7cf6-4004-820e-b4643844aa0d","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics",2018-07-12 15:05:00,2019-01-14,"HARV_013-M-20180712-COMP",NA,"HARV_013-M-20180712-COMP-DNA1","18S_05_0398","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,29,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"c70aca5a-6afa-405b-8180-f76bb5a33da8","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics",2018-07-12 14:15:00,2019-01-02,"HARV_013-O-0-6-20180712-GEN",NA,"HARV_013-O-0-6-20180712-GEN-DNA1","18S_03_0196","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,17,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"0d215b9b-be9f-4a70-a9d8-e0dd7c392c7c","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics",2018-07-12 14:25:00,2019-01-02,"HARV_013-M-0-6-20180712-GEN",NA,"HARV_013-M-0-6-20180712-GEN-DNA1","18S_03_0193","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,17,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"852c5c2a-e7ad-414b-8579-3bac228abb3c","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics",2018-07-12 14:51:00,2019-01-02,"HARV_013-O-2.5-25-20180712-GEN",NA,"HARV_013-O-2.5-25-20180712-GEN-DNA1","18S_03_0198","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,18,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"7b3138eb-6ce9-40a5-b172-2f85c29cd5aa","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics",2018-07-12 15:05:00,2019-01-02,"HARV_013-M-2.5-25-20180712-GEN",NA,"HARV_013-M-2.5-25-20180712-GEN-DNA1","18S_03_0194","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,33,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"0531897e-e5ee-4f47-b1a9-846c59c1f1c1","D01","HARV","HARV_021.basePlot.bgc","Battelle Applied Genomics",2018-07-12 18:13:00,2019-01-02,"HARV_021-O-6.5-2-20180712-GEN",NA,"HARV_021-O-6.5-2-20180712-GEN-DNA1","18S_03_0233","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,9,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"a07044c6-f707-4120-94c0-f344854bb15f","D01","HARV","HARV_021.basePlot.bgc","Battelle Applied Genomics",2018-07-12 19:15:00,2019-01-14,"HARV_021-O-20180712-COMP",NA,"HARV_021-O-20180712-COMP-DNA1","18S_05_0401","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,21,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"0e5934ae-dcf6-457f-b7d7-3c2056a5b94a","D01","HARV","HARV_021.basePlot.bgc","Battelle Applied Genomics",2018-07-12 18:24:00,2019-01-02,"HARV_021-M-6.5-2-20180712-GEN",NA,"HARV_021-M-6.5-2-20180712-GEN-DNA1","18S_03_0204","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,19,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"4221649f-b976-4b36-8b4c-c3afd7a00cd5","D01","HARV","HARV_021.basePlot.bgc","Battelle Applied Genomics",2018-07-12 19:25:00,2019-01-14,"HARV_021-M-20180712-COMP",NA,"HARV_021-M-20180712-COMP-DNA1","18S_05_0400","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,23,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"cd4597a8-fe7b-4d9f-b392-2ea0672d7789","D01","HARV","HARV_021.basePlot.bgc","Battelle Applied Genomics",2018-07-12 18:51:00,2019-01-02,"HARV_021-O-38-18.5-20180712-GEN",NA,"HARV_021-O-38-18.5-20180712-GEN-DNA1","18S_03_0208","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,16,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"55dda9e2-63db-42cb-9a6f-949fce922dd0","D01","HARV","HARV_021.basePlot.bgc","Battelle Applied Genomics",2018-07-12 19:00:00,2019-01-02,"HARV_021-M-38-18.5-20180712-GEN",NA,"HARV_021-M-38-18.5-20180712-GEN-DNA1","18S_03_0202","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,10,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"6196a814-ea3c-4506-be94-2037a19eb718","D01","HARV","HARV_021.basePlot.bgc","Battelle Applied Genomics",2018-07-12 19:15:00,2019-01-02,"HARV_021-O-39.5-23-20180712-GEN",NA,"HARV_021-O-39.5-23-20180712-GEN-DNA1","18S_03_0209","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,11,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"f5eec5e0-21d5-4e65-b2b7-69644b7ed2d5","D01","HARV","HARV_021.basePlot.bgc","Battelle Applied Genomics",2018-07-12 19:25:00,2019-01-02,"HARV_021-M-39.5-23-20180712-GEN",NA,"HARV_021-M-39.5-23-20180712-GEN-DNA1","18S_03_0203","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,16,"Quantus",NA,"N","Pass","xsqMzXlE03kcMgeNbCuDQw==",NA,NA,"20200602T133505Z"
"d3c00e29-56a7-4929-a952-df3edc95d699","D02","BLAN","BLAN_002.basePlot.bgc","Battelle Applied Genomics",2017-07-13 11:43:00,2018-01-05,"BLAN_002-M-36-21-20170713-GEN",NA,"BLAN_002-M-36-21-20170713-GEN-DNA1","BMI_Plate27WellA12","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,15,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"94c38e87-3748-43dc-8c71-4431f418e9bf","D02","BLAN","BLAN_002.basePlot.bgc","Battelle Applied Genomics",2017-07-13 12:10:00,2018-01-05,"BLAN_002-M-20170713-COMP",NA,"BLAN_002-M-20170713-COMP-DNA1","BMI_Plate28WellF7","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,33,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"1dbc8870-2abf-40fd-b4f7-6cb5e59e9634","D02","BLAN","BLAN_002.basePlot.bgc","Battelle Applied Genomics",2017-07-13 11:58:00,2018-01-05,"BLAN_002-M-33-17-20170713-GEN",NA,"BLAN_002-M-33-17-20170713-GEN-DNA1","BMI_Plate27WellA11","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,19,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"5fb3165f-b985-4253-9a04-f60e4ae2f4a4","D02","BLAN","BLAN_002.basePlot.bgc","Battelle Applied Genomics",2017-07-13 12:10:00,2018-01-05,"BLAN_002-M-10-2-20170713-GEN",NA,"BLAN_002-M-10-2-20170713-GEN-DNA1","BMI_Plate27WellA8","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,24,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"e73915ab-7908-40d7-b8b3-25c4483f8955","D02","BLAN","BLAN_004.basePlot.bgc","Battelle Applied Genomics",2017-07-13 12:54:00,2018-01-05,"BLAN_004-M-31.5-13.5-20170713-GEN",NA,"BLAN_004-M-31.5-13.5-20170713-GEN-DNA1","BMI_Plate27WellB9","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,5.6,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"6b692875-4d15-41e1-af65-9bc85d022862","D02","BLAN","BLAN_004.basePlot.bgc","Battelle Applied Genomics",2017-07-13 13:20:00,2018-01-05,"BLAN_004-M-20170713-COMP",NA,"BLAN_004-M-20170713-COMP-DNA1","BMI_Plate28WellF9","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,13,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"0d1b0155-11f4-4ff3-a6e6-6800717ae33a","D02","BLAN","BLAN_004.basePlot.bgc","Battelle Applied Genomics",2017-07-13 13:08:00,2018-01-05,"BLAN_004-M-9.5-37.5-20170713-GEN",NA,"BLAN_004-M-9.5-37.5-20170713-GEN-DNA1","BMI_Plate27WellB12","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,7.9,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"f2c975bb-cca2-439b-8eb3-f4a55f61cbd0","D02","BLAN","BLAN_004.basePlot.bgc","Battelle Applied Genomics",2017-07-13 13:20:00,2018-01-05,"BLAN_004-M-25-35.5-20170713-GEN",NA,"BLAN_004-M-25-35.5-20170713-GEN-DNA1","BMI_Plate27WellB8","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,5.3,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"2575dcdf-466f-4fee-80c9-e3dd8bdf7a02","D02","BLAN","BLAN_003.basePlot.bgc","Battelle Applied Genomics",2017-07-13 13:52:00,2018-01-05,"BLAN_003-M-2-33-20170713-GEN",NA,"BLAN_003-M-2-33-20170713-GEN-DNA1","BMI_Plate27WellB4","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,7,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"f2124bcb-e342-4f6a-ac8c-db2da1df6e63","D02","BLAN","BLAN_003.basePlot.bgc","Battelle Applied Genomics",2017-07-13 14:19:00,2018-01-05,"BLAN_003-M-20170713-COMP",NA,"BLAN_003-M-20170713-COMP-DNA1","BMI_Plate28WellF8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,15,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"19c5b164-894b-45c0-8f3b-4e4b7ba26c11","D02","BLAN","BLAN_003.basePlot.bgc","Battelle Applied Genomics",2017-07-13 14:04:00,2018-01-05,"BLAN_003-M-0-6.5-20170713-GEN",NA,"BLAN_003-M-0-6.5-20170713-GEN-DNA1","BMI_Plate27WellB2","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,20,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"1360e79f-1c38-4fae-9fc2-bfb3e6217edc","D02","BLAN","BLAN_003.basePlot.bgc","Battelle Applied Genomics",2017-07-13 14:19:00,2018-01-05,"BLAN_003-M-21.5-33.5-20170713-GEN",NA,"BLAN_003-M-21.5-33.5-20170713-GEN-DNA1","BMI_Plate27WellB3","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,10,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"bb631036-4a08-4601-ac2f-2a8766f476da","D02","BLAN","BLAN_001.basePlot.bgc","Battelle Applied Genomics",2017-07-13 15:07:00,2018-01-05,"BLAN_001-M-36-0.5-20170713-GEN",NA,"BLAN_001-M-36-0.5-20170713-GEN-DNA1","BMI_Plate27WellA6","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,11,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"d31edf52-72bd-432b-bca1-3c797f237826","D02","BLAN","BLAN_001.basePlot.bgc","Battelle Applied Genomics",2017-07-13 15:43:00,2018-01-05,"BLAN_001-M-20170713-COMP",NA,"BLAN_001-M-20170713-COMP-DNA1","BMI_Plate28WellF6","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,96,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"873150ce-a680-4f71-8868-c8500e76df2e","D02","BLAN","BLAN_001.basePlot.bgc","Battelle Applied Genomics",2017-07-13 15:27:00,2018-01-05,"BLAN_001-M-26.5-34.5-20170713-GEN",NA,"BLAN_001-M-26.5-34.5-20170713-GEN-DNA1","BMI_Plate27WellA4","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,22,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"ea105370-d3e5-4361-95f7-e3727840357c","D02","BLAN","BLAN_001.basePlot.bgc","Battelle Applied Genomics",2017-07-13 15:43:00,2018-01-05,"BLAN_001-M-16.5-36.5-20170713-GEN",NA,"BLAN_001-M-16.5-36.5-20170713-GEN-DNA1","BMI_Plate27WellA2","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,9.2,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"b2a9fc2c-602d-4b69-93f8-a121e57b9584","D02","BLAN","BLAN_007.basePlot.bgc","Battelle Applied Genomics",2017-07-13 16:44:00,2018-01-05,"BLAN_007-M-33-29.5-20170713-GEN",NA,"BLAN_007-M-33-29.5-20170713-GEN-DNA1","BMI_Plate27WellC10","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,22,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"9963345c-4d5e-4456-bb36-84fae27fc5a3","D02","BLAN","BLAN_007.basePlot.bgc","Battelle Applied Genomics",2017-07-13 17:23:00,2018-01-05,"BLAN_007-M-20170713-COMP",NA,"BLAN_007-M-20170713-COMP-DNA1","BMI_Plate28WellF11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,70,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"b490c701-aaee-4d30-a4bd-09f984877f60","D02","BLAN","BLAN_007.basePlot.bgc","Battelle Applied Genomics",2017-07-13 17:07:00,2018-01-05,"BLAN_007-M-22-3-20170713-GEN",NA,"BLAN_007-M-22-3-20170713-GEN-DNA1","BMI_Plate27WellC8","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,73,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"a3b86879-c38d-4b6f-af41-7951834d3ab7","D02","BLAN","BLAN_007.basePlot.bgc","Battelle Applied Genomics",2017-07-13 17:23:00,2018-01-05,"BLAN_007-M-18.5-5.5-20170713-GEN",NA,"BLAN_007-M-18.5-5.5-20170713-GEN-DNA1","BMI_Plate27WellC7","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,31,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"2ef4a2ca-7260-4339-b6ba-47ec8dc25a12","D02","BLAN","BLAN_005.basePlot.bgc","Battelle Applied Genomics",2017-07-13 18:03:00,2018-01-05,"BLAN_005-M-22.5-5.5-20170713-GEN",NA,"BLAN_005-M-22.5-5.5-20170713-GEN-DNA1","BMI_Plate27WellC2","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,8.3,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"f1458ce9-2ce0-4c44-865e-80d8bea63508","D02","BLAN","BLAN_005.basePlot.bgc","Battelle Applied Genomics",2017-07-13 18:44:00,2018-01-05,"BLAN_005-M-20170713-COMP",NA,"BLAN_005-M-20170713-COMP-DNA1","BMI_Plate28WellF10","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,14,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"0f9114c6-23df-4525-a7d7-2d63d1fe2881","D02","BLAN","BLAN_005.basePlot.bgc","Battelle Applied Genomics",2017-07-13 18:25:00,2018-01-05,"BLAN_005-M-32-22.5-20170713-GEN",NA,"BLAN_005-M-32-22.5-20170713-GEN-DNA1","BMI_Plate27WellC4","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,12,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"bcc7a62d-c5e2-4fc0-b236-3740e1d6b1c1","D02","BLAN","BLAN_005.basePlot.bgc","Battelle Applied Genomics",2017-07-13 18:44:00,2018-01-05,"BLAN_005-M-3-33.5-20170713-GEN",NA,"BLAN_005-M-3-33.5-20170713-GEN-DNA1","BMI_Plate27WellC5","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,6.8,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"51bd8c23-8c3f-42c0-944c-89093c4ea3b1","D02","BLAN","BLAN_038.basePlot.bgc","Battelle Applied Genomics",2017-07-14 11:17:00,2018-01-05,"BLAN_038-M-10-8.5-20170714-GEN",NA,"BLAN_038-M-10-8.5-20170714-GEN-DNA1","BMI_Plate27WellE7","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,5.1,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"4aca4bea-cf2a-4600-870b-3fae49cf3fcf","D02","BLAN","BLAN_038.basePlot.bgc","Battelle Applied Genomics",2017-07-14 11:17:00,2018-06-11,"BLAN_038-M-10-8.5-20170714-GEN",NA,"BLAN_038-M-10-8.5-20170714-GEN-DNA2","BMI_Plate68WellB12","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,0.3,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T212124Z"
"f2038993-16f4-4c9e-98ae-8f45292b8fdd","D02","BLAN","BLAN_038.basePlot.bgc","Battelle Applied Genomics",2017-07-14 11:41:00,2018-01-05,"BLAN_038-M-20170714-COMP",NA,"BLAN_038-M-20170714-COMP-DNA1","BMI_Plate28WellG3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,18,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"77a952cf-21ec-44ca-b367-59600c921700","D02","BLAN","BLAN_038.basePlot.bgc","Battelle Applied Genomics",2017-07-14 11:29:00,2018-06-11,"BLAN_038-M-20.5-5.5-20170714-GEN",NA,"BLAN_038-M-20.5-5.5-20170714-GEN-DNA2","BMI_Plate68WellC10","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,3.5,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T212124Z"
"16d9d9cc-e4d7-40a4-b1a6-1768481e5a20","D02","BLAN","BLAN_038.basePlot.bgc","Battelle Applied Genomics",2017-07-14 11:29:00,2018-01-05,"BLAN_038-M-20.5-5.5-20170714-GEN",NA,"BLAN_038-M-20.5-5.5-20170714-GEN-DNA1","BMI_Plate27WellE9","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,4.3,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"2bd9c253-3f36-412e-a858-50af20ef224d","D02","BLAN","BLAN_038.basePlot.bgc","Battelle Applied Genomics",2017-07-14 11:41:00,2018-06-11,"BLAN_038-M-30.5-25.5-20170714-GEN",NA,"BLAN_038-M-30.5-25.5-20170714-GEN-DNA2","BMI_Plate68WellC12","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,8.6,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T212124Z"
"e3c15548-3c40-49ec-aea5-885a991b4dcd","D02","BLAN","BLAN_038.basePlot.bgc","Battelle Applied Genomics",2017-07-14 11:41:00,2018-01-05,"BLAN_038-M-30.5-25.5-20170714-GEN",NA,"BLAN_038-M-30.5-25.5-20170714-GEN-DNA1","BMI_Plate27WellE11","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,4.9,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"c000b583-d82e-4ef9-954f-7299f9b91c76","D02","BLAN","BLAN_033.basePlot.bgc","Battelle Applied Genomics",2017-07-14 12:10:00,2018-01-05,"BLAN_033-M-7-18.5-20170714-GEN",NA,"BLAN_033-M-7-18.5-20170714-GEN-DNA1","BMI_Plate27WellE6","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,5.1,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"d504bff7-fbf2-441d-a9d5-a4aa564e6ad3","D02","BLAN","BLAN_033.basePlot.bgc","Battelle Applied Genomics",2017-07-14 12:10:00,2018-06-11,"BLAN_033-M-7-18.5-20170714-GEN",NA,"BLAN_033-M-7-18.5-20170714-GEN-DNA2","BMI_Plate68WellB11","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,7.9,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T212124Z"
"91dbbdb8-53cc-411d-a390-fa67ba552278","D02","BLAN","BLAN_033.basePlot.bgc","Battelle Applied Genomics",2017-07-14 12:31:00,2018-01-05,"BLAN_033-M-20170714-COMP",NA,"BLAN_033-M-20170714-COMP-DNA1","BMI_Plate28WellG2","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,15,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"4eb88c31-e237-4010-8601-fec50787a074","D02","BLAN","BLAN_033.basePlot.bgc","Battelle Applied Genomics",2017-07-14 12:19:00,2018-01-05,"BLAN_033-M-4-21-20170714-GEN",NA,"BLAN_033-M-4-21-20170714-GEN-DNA1","BMI_Plate27WellE4","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,2.5,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"db81282d-6099-47f0-9c32-16fb9a9804e3","D02","BLAN","BLAN_033.basePlot.bgc","Battelle Applied Genomics",2017-07-14 12:31:00,2018-06-11,"BLAN_033-M-37.5-25.5-20170714-GEN",NA,"BLAN_033-M-37.5-25.5-20170714-GEN-DNA2","BMI_Plate68WellA12","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,3.4,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T212124Z"
"7fdc8946-882e-4ebc-be27-ba7e84ee2dd7","D02","BLAN","BLAN_033.basePlot.bgc","Battelle Applied Genomics",2017-07-14 12:31:00,2018-01-05,"BLAN_033-M-37.5-25.5-20170714-GEN",NA,"BLAN_033-M-37.5-25.5-20170714-GEN-DNA1","BMI_Plate27WellE3","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,6.1,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"89a031e1-e6db-43d1-a65d-bbfd43d58434","D02","BLAN","BLAN_031.basePlot.bgc","Battelle Applied Genomics",2017-07-14 12:47:00,2018-01-05,"BLAN_031-M-38-7.5-20170714-GEN",NA,"BLAN_031-M-38-7.5-20170714-GEN-DNA1","BMI_Plate27WellD5","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,6.4,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"d180a3dd-8302-4970-b517-ec88cffd9d73","D02","BLAN","BLAN_031.basePlot.bgc","Battelle Applied Genomics",2017-07-14 13:16:00,2018-01-05,"BLAN_031-M-20170714-COMP",NA,"BLAN_031-M-20170714-COMP-DNA1","BMI_Plate28WellF12","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,8.1,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"112bf506-83ed-42e7-b0f3-9a3465512727","D02","BLAN","BLAN_031.basePlot.bgc","Battelle Applied Genomics",2017-07-14 12:59:00,2018-01-05,"BLAN_031-M-5-15.5-20170714-GEN",NA,"BLAN_031-M-5-15.5-20170714-GEN-DNA1","BMI_Plate27WellD6","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,1.3,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"09351aaf-7510-483e-b41c-513d4a4c57ba","D02","BLAN","BLAN_031.basePlot.bgc","Battelle Applied Genomics",2017-07-14 13:16:00,2018-01-05,"BLAN_031-M-25.5-38.5-20170714-GEN",NA,"BLAN_031-M-25.5-38.5-20170714-GEN-DNA1","BMI_Plate27WellD2","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,6.7,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
"fcd5d995-f07b-4126-a4f4-687dd34c6b34","D02","BLAN","BLAN_032.basePlot.bgc","Battelle Applied Genomics",2017-07-14 14:02:00,2018-01-05,"BLAN_032-M-35-12-20170714-GEN",NA,"BLAN_032-M-35-12-20170714-GEN-DNA1","BMI_Plate27WellD10","marker gene","BMI_dnaExtractionSOP_v1","soil",0.25,16,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T212124Z"
