"uid","domainID","siteID","namedLocation","laboratoryName","collectDate","processedDate","genomicsSampleID","deprecatedVialID","dnaSampleID","internalLabID","sequenceAnalysisType","testMethod","sampleMaterial","sampleMass","nucleicAcidConcentration","nucleicAcidQuantMethod","nucleicAcidPurity","dnaPooledStatus","qaqcStatus","dnaProcessedBy","remarks","dataQF","publicationDate"
"dc355c26-726e-4e41-9e7e-c7cb187f67c4","D04","LAJA","LAJA_003.basePlot.bgc","Battelle Applied Genomics","2016-09-13 16:15:00","2017-11-29","LAJA_003-M-20160913-COMP",NA,"LAJA_003-M-20160913-COMP-DNA2","BMI_Plate20WellA6","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,1.3,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T165649Z"
"c2188914-7223-4378-996d-bc4986bc10ee","D04","LAJA","LAJA_044.basePlot.bgc","Battelle Applied Genomics","2016-09-14 13:00:00","2017-11-29","LAJA_044-M-20160914-COMP",NA,"LAJA_044-M-20160914-COMP-DNA2","BMI_Plate19WellE7","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,2.7,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T165649Z"
"10ee0a93-86da-4d7c-9256-b30e882951fe","D04","LAJA","LAJA_044.basePlot.bgc","Battelle Applied Genomics","2016-09-14 13:00:00","2017-06-01","LAJA_044-M-20160914-COMP",NA,"LAJA_044-M-20160914-COMP-DNA1","BMI_Plate3WellF8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,7.1,"Quantus",NA,"N","Pass","TuIbGgXF7veSFaINxEViRw==",NA,NA,"20201217T165649Z"
"90c5ea9d-c25e-419c-8e1c-be94560b4e76","D04","LAJA","LAJA_042.basePlot.bgc","Battelle Applied Genomics","2016-09-14 15:10:00","2017-11-29","LAJA_042-M-20160914-COMP",NA,"LAJA_042-M-20160914-COMP-DNA2","BMI_Plate19WellE8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,1.1,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T165649Z"
"679e7e9e-cd51-4368-9d48-be9972be8ddf","D04","LAJA","LAJA_042.basePlot.bgc","Battelle Applied Genomics","2016-09-14 15:10:00","2017-06-01","LAJA_042-M-20160914-COMP",NA,"LAJA_042-M-20160914-COMP-DNA1","BMI_Plate3WellH8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,8.3,"Quantus",NA,"N","Pass","TuIbGgXF7veSFaINxEViRw==",NA,NA,"20201217T165649Z"
"e38c0589-492c-4333-a1a7-1943acce7a83","D04","LAJA","LAJA_046.basePlot.bgc","Battelle Applied Genomics","2016-09-20 13:00:00","2017-06-01","LAJA_046-M-20160920-COMP",NA,"LAJA_046-M-20160920-COMP-DNA1","BMI_Plate3WellH9","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,6.9,"Quantus",NA,"N","Pass","TuIbGgXF7veSFaINxEViRw==",NA,NA,"20201217T165649Z"
"32558968-b019-44e6-b7fa-cf35c2719ac1","D04","LAJA","LAJA_046.basePlot.bgc","Battelle Applied Genomics","2016-09-20 13:00:00","2017-11-29","LAJA_046-M-20160920-COMP",NA,"LAJA_046-M-20160920-COMP-DNA2","BMI_Plate20WellA8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,4.7,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T165649Z"
"da90b003-1e13-4242-aa29-df844c3be6ab","D04","LAJA","LAJA_051.basePlot.bgc","Battelle Applied Genomics","2016-09-20 15:30:00","2017-06-01","LAJA_051-M-20160920-COMP",NA,"LAJA_051-M-20160920-COMP-DNA1","BMI_Plate3WellF11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,9,"Quantus",NA,"N","Pass","TuIbGgXF7veSFaINxEViRw==",NA,NA,"20201217T165649Z"
"1a4cbd08-9457-4f71-b17a-b61371fb59d5","D04","LAJA","LAJA_001.basePlot.bgc","Battelle Applied Genomics","2016-09-20 18:05:00","2017-06-01","LAJA_001-M-20160920-COMP",NA,"LAJA_001-M-20160920-COMP-DNA1","BMI_Plate3WellF10","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,14,"Quantus",NA,"N","Pass","TuIbGgXF7veSFaINxEViRw==",NA,NA,"20201217T165649Z"
"c53831dd-7920-4682-8259-05b49e568423","D04","LAJA","LAJA_001.basePlot.bgc","Battelle Applied Genomics","2016-09-20 18:05:00","2017-11-29","LAJA_001-M-20160920-COMP",NA,"LAJA_001-M-20160920-COMP-DNA2","BMI_Plate19WellE9","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,15,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T165649Z"
"6bc92a96-be52-4474-b73c-c53cc76165ad","D04","LAJA","LAJA_002.basePlot.bgc","Battelle Applied Genomics","2017-11-15 13:00:00","2019-01-14","LAJA_002-M-20171115-COMP",NA,"LAJA_002-M-20171115-COMP-DNA1","18S_05_0411","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,6.9,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"599ec246-b1b2-4af9-8d63-00e08117f778","D04","LAJA","LAJA_042.basePlot.bgc","Battelle Applied Genomics","2017-11-27 12:55:00","2019-01-14","LAJA_042-M-20171127-COMP",NA,"LAJA_042-M-20171127-COMP-DNA1","18S_05_0416","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,0,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"8774eafb-431a-473a-8199-724c15ea13ca","D04","LAJA","LAJA_046.basePlot.bgc","Battelle Applied Genomics","2017-11-27 14:47:00","2019-01-14","LAJA_046-M-20171127-COMP",NA,"LAJA_046-M-20171127-COMP-DNA1","18S_05_0418","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,0.9,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"bb2911a4-c0dd-4629-87dd-d1f69362c5c0","D04","LAJA","LAJA_051.basePlot.bgc","Battelle Applied Genomics","2017-11-27 16:57:00","2019-01-14","LAJA_051-M-20171127-COMP",NA,"LAJA_051-M-20171127-COMP-DNA1","18S_05_0419","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,6.1,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"16931581-dffb-4b32-acb6-caf68257f9df","D04","LAJA","LAJA_044.basePlot.bgc","Battelle Applied Genomics","2017-11-28 12:42:00","2019-01-14","LAJA_044-M-20171128-COMP",NA,"LAJA_044-M-20171128-COMP-DNA1","18S_05_0417","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,1,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"b58e9d63-e044-4e20-bdca-a1d51f2c52c5","D04","LAJA","LAJA_001.basePlot.bgc","Battelle Applied Genomics","2017-11-28 14:48:00","2019-01-14","LAJA_001-M-20171128-COMP",NA,"LAJA_001-M-20171128-COMP-DNA1","18S_05_0410","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,0.2,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"1f624393-0820-4e05-aef5-f3a99ff511ec","D04","LAJA","LAJA_015.basePlot.bgc","Battelle Applied Genomics","2017-11-28 17:19:00","2019-01-14","LAJA_015-M-20171128-COMP",NA,"LAJA_015-M-20171128-COMP-DNA1","18S_05_0415","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,8.7,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"16b089f5-ec8f-4f14-982f-ed90534d6056","D04","LAJA","LAJA_004.basePlot.bgc","Battelle Applied Genomics","2017-11-29 12:49:00","2019-01-14","LAJA_004-M-20171129-COMP",NA,"LAJA_004-M-20171129-COMP-DNA1","18S_05_0413","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,1.9,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"4245a353-61ae-449a-888c-3e29b87c449a","D04","LAJA","LAJA_005.basePlot.bgc","Battelle Applied Genomics","2017-11-29 14:56:00","2019-01-14","LAJA_005-M-20171129-COMP",NA,"LAJA_005-M-20171129-COMP-DNA1","18S_05_0414","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,6,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"fe57092f-be1f-429f-a24a-6381a46850ad","D04","LAJA","LAJA_003.basePlot.bgc","Battelle Applied Genomics","2017-11-29 17:24:00","2019-01-14","LAJA_003-M-20171129-COMP",NA,"LAJA_003-M-20171129-COMP-DNA1","18S_05_0412","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,1.1,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20201217T221919Z"
"ddde7db4-a35f-402f-a96b-a31adb2e4690","D05","STEI","STEI_005.basePlot.bgc","Battelle Applied Genomics","2016-07-20 16:15:00","2017-11-29","STEI_005-M-20160720-COMP",NA,"STEI_005-M-20160720-COMP-DNA1","BMI_Plate19WellB3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,27,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"e3787369-0518-459b-8ec1-2afba3f3abe9","D05","STEI","STEI_001.basePlot.bgc","Battelle Applied Genomics","2016-07-20 18:26:00","2017-11-29","STEI_001-M-20160720-COMP",NA,"STEI_001-M-20160720-COMP-DNA1","BMI_Plate19WellB8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,101,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"bcf0a5bb-a710-4b75-896d-65cc38d7fa34","D05","STEI","STEI_003.basePlot.bgc","Battelle Applied Genomics","2016-07-20 19:50:00","2017-11-29","STEI_003-O-20160720-COMP",NA,"STEI_003-O-20160720-COMP-DNA1","BMI_Plate19WellB5","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,125,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"93105639-75ef-467f-a874-12313f81f55a","D05","STEI","STEI_059.basePlot.bgc","Battelle Applied Genomics","2016-07-20 19:57:00","2017-11-29","STEI_059-M-20160720-COMP",NA,"STEI_059-M-20160720-COMP-DNA1","BMI_Plate19WellB11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,52,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"d3030f89-b2b1-40e2-a504-206cb962c8f2","D05","STEI","STEI_059.basePlot.bgc","Battelle Applied Genomics","2016-07-20 20:12:00","2017-11-29","STEI_059-O-20160720-COMP",NA,"STEI_059-O-20160720-COMP-DNA1","BMI_Plate19WellB2","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,79,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"b639cee7-2881-45a8-9aca-2d2bb0522a76","D05","STEI","STEI_003.basePlot.bgc","Battelle Applied Genomics","2016-07-20 20:21:00","2017-11-29","STEI_003-M-20160720-COMP",NA,"STEI_003-M-20160720-COMP-DNA1","BMI_Plate19WellB6","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,13,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"f228e6a7-15d1-4ea0-94b9-0d03c8ce2a93","D05","STEI","STEI_002.basePlot.bgc","Battelle Applied Genomics","2016-07-21 15:10:00","2017-11-29","STEI_002-M-20160721-COMP",NA,"STEI_002-M-20160721-COMP-DNA1","BMI_Plate19WellB4","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,12,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"d2b0df35-8052-41ea-80c2-e3d863f6cc9d","D05","STEI","STEI_004.basePlot.bgc","Battelle Applied Genomics","2016-07-21 17:05:00","2017-11-29","STEI_004-M-20160721-COMP",NA,"STEI_004-M-20160721-COMP-DNA1","BMI_Plate19WellB7","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,21,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"8780a063-3eb3-4a7d-bafd-ef1af6715170","D05","STEI","STEI_008.basePlot.bgc","Battelle Applied Genomics","2016-07-21 19:08:00","2017-11-29","STEI_008-O-20160721-COMP",NA,"STEI_008-O-20160721-COMP-DNA1","BMI_Plate19WellB9","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,138,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"b51bbcfd-fecb-46a0-beb8-c6dcd2db386e","D05","STEI","STEI_053.basePlot.bgc","Battelle Applied Genomics","2016-07-21 21:46:00","2017-11-29","STEI_053-M-20160721-COMP",NA,"STEI_053-M-20160721-COMP-DNA1","BMI_Plate19WellB12","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,37,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"59b57c53-d9b2-4d6f-be8b-87fa9691bc5d","D05","STEI","STEI_060.basePlot.bgc","Battelle Applied Genomics","2016-07-26 20:43:00","2017-11-29","STEI_060-M-20160726-COMP",NA,"STEI_060-M-20160726-COMP-DNA1","BMI_Plate19WellB1","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,24,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"68ba3137-2609-4295-beb8-ac99dcd5f695","D05","STEI","STEI_060.basePlot.bgc","Battelle Applied Genomics","2016-07-26 20:14:00","2017-11-29","STEI_060-O-20160726-COMP",NA,"STEI_060-O-20160726-COMP-DNA1","BMI_Plate19WellB10","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,14,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T163910Z"
"a7444fbe-81b1-4172-8036-45350cd16dd7","D05","STEI","STEI_004.basePlot.bgc","Battelle Applied Genomics","2017-07-05 16:44:00","2018-03-24","STEI_004-M-20170705-COMP",NA,"STEI_004-M-20170705-COMP-DNA1","BMI_Plate42WellC1","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,17,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"e8176bca-0fb2-4505-9fba-ab79731f52d9","D05","STEI","STEI_021.basePlot.bgc","Battelle Applied Genomics","2017-07-05 18:36:00","2018-03-24","STEI_021-O-20170705-COMP",NA,"STEI_021-O-20170705-COMP-DNA1","BMI_Plate42WellC4","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,59,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"37fc6e92-7db6-4624-8004-8d18218fd1f2","D05","STEI","STEI_021.basePlot.bgc","Battelle Applied Genomics","2017-07-05 18:36:00","2018-03-24","STEI_021-M-20170705-COMP",NA,"STEI_021-M-20170705-COMP-DNA1","BMI_Plate42WellC3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,31,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"4803e2d9-b749-4196-82ac-d9e0f2b392b7","D05","STEI","STEI_008.basePlot.bgc","Battelle Applied Genomics","2017-07-05 18:55:00","2018-03-24","STEI_008-M-20170705-COMP",NA,"STEI_008-M-20170705-COMP-DNA1","BMI_Plate42WellC2","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,13,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"51725b24-8a88-4dd0-a4d4-0258556433e7","D05","STEI","STEI_002.basePlot.bgc","Battelle Applied Genomics","2017-07-05 20:31:00","2018-03-24","STEI_002-M-20170705-COMP",NA,"STEI_002-M-20170705-COMP-DNA1","BMI_Plate42WellB11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,15,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"7be3eceb-b70f-494e-acea-5414200bed48","D05","STEI","STEI_001.basePlot.bgc","Battelle Applied Genomics","2017-07-05 21:30:00","2018-03-24","STEI_001-M-20170705-COMP",NA,"STEI_001-M-20170705-COMP-DNA1","BMI_Plate42WellB10","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,34,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"dba0a97f-bb51-433b-b03a-ef5783f8b5b6","D05","STEI","STEI_003.basePlot.bgc","Battelle Applied Genomics","2017-07-05 22:17:00","2018-03-24","STEI_003-M-20170705-COMP",NA,"STEI_003-M-20170705-COMP-DNA1","BMI_Plate42WellB12","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,15,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"5be539ec-278d-4ce8-b197-8024be790eba","D05","STEI","STEI_059.basePlot.bgc","Battelle Applied Genomics","2017-07-06 15:36:00","2018-03-24","STEI_059-M-20170706-COMP",NA,"STEI_059-M-20170706-COMP-DNA1","BMI_Plate42WellC7","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,18,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"bada9695-68a4-46d3-a4c7-4ae66db40598","D05","STEI","STEI_047.basePlot.bgc","Battelle Applied Genomics","2017-07-06 16:13:00","2018-03-24","STEI_047-M-20170706-COMP",NA,"STEI_047-M-20170706-COMP-DNA1","BMI_Plate42WellC5","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,32,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"bfe650de-3d01-45e8-8df6-84108132a58d","D05","STEI","STEI_060.basePlot.bgc","Battelle Applied Genomics","2017-07-06 17:30:00","2018-03-24","STEI_060-O-20170706-COMP",NA,"STEI_060-O-20170706-COMP-DNA1","BMI_Plate42WellC9","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,15,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"99252972-c40f-4d41-a958-2b1746fbf135","D05","STEI","STEI_060.basePlot.bgc","Battelle Applied Genomics","2017-07-06 18:08:00","2018-03-24","STEI_060-M-20170706-COMP",NA,"STEI_060-M-20170706-COMP-DNA1","BMI_Plate42WellC8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,11,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"c7705a60-b5c5-4576-a0cf-d5d1fae3cc4e","D05","STEI","STEI_053.basePlot.bgc","Battelle Applied Genomics","2017-07-06 18:58:00","2018-03-24","STEI_053-M-20170706-COMP",NA,"STEI_053-M-20170706-COMP-DNA1","BMI_Plate42WellC6","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,32,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T220119Z"
"06c3efe8-0b04-4d7a-9f6c-b0dd76692555","D05","TREE","TREE_001.basePlot.bgc","Battelle Applied Genomics","2017-07-07 15:55:00","2018-03-24","TREE_001-O-20170707-COMP",NA,"TREE_001-O-20170707-COMP-DNA1","BMI_Plate42WellC10","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,47,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"64da1f2e-a3ec-4b99-8839-938884bd6116","D05","TREE","TREE_004.basePlot.bgc","Battelle Applied Genomics","2017-07-07 16:37:00","2018-03-24","TREE_004-O-20170707-COMP",NA,"TREE_004-O-20170707-COMP-DNA1","BMI_Plate42WellD1","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,28,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"7e96f7b6-e1f0-4557-a80e-37afa18db637","D05","TREE","TREE_014.basePlot.bgc","Battelle Applied Genomics","2017-07-07 17:35:00","2018-03-24","TREE_014-M-20170707-COMP",NA,"TREE_014-M-20170707-COMP-DNA1","BMI_Plate42WellD3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,10,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"3541c8ee-2c73-4dcd-967e-040f0da2fa24","D05","TREE","TREE_002.basePlot.bgc","Battelle Applied Genomics","2017-07-07 18:50:00","2018-03-24","TREE_002-O-20170707-COMP",NA,"TREE_002-O-20170707-COMP-DNA1","BMI_Plate42WellC11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,29,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"098093f2-90f5-49dd-a6b1-6d0654e5bc6f","D05","TREE","TREE_003.basePlot.bgc","Battelle Applied Genomics","2017-07-07 19:38:00","2018-03-24","TREE_003-M-20170707-COMP",NA,"TREE_003-M-20170707-COMP-DNA1","BMI_Plate42WellC12","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,14,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"70782331-a323-4d9d-a61c-9088441432d3","D05","TREE","TREE_006.basePlot.bgc","Battelle Applied Genomics","2017-07-10 16:17:00","2018-03-24","TREE_006-M-20170707-COMP",NA,"TREE_006-M-20170707-COMP-DNA1","BMI_Plate42WellD2","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,19,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"51e2a604-bf09-4c4e-919f-f3cb1e180d88","D05","TREE","TREE_049.basePlot.bgc","Battelle Applied Genomics","2017-07-10 16:25:00","2018-03-24","TREE_049-M-20170710-COMP",NA,"TREE_049-M-20170710-COMP-DNA1","BMI_Plate42WellD6","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,21,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"05342cd7-1221-4a31-8d78-318bffb334c9","D05","TREE","TREE_046.basePlot.bgc","Battelle Applied Genomics","2017-07-10 18:15:00","2018-03-24","TREE_046-M-20170710-COMP",NA,"TREE_046-M-20170710-COMP-DNA1","BMI_Plate42WellD5","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,16,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"7fd2d881-67e5-4f67-a934-075b720c422d","D05","TREE","TREE_041.basePlot.bgc","Battelle Applied Genomics","2017-07-10 18:25:00","2018-03-24","TREE_041-M-20170710-COMP",NA,"TREE_041-M-20170710-COMP-DNA1","BMI_Plate42WellD4","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,17,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"008bd2d5-7e7c-4fd4-8c49-82d45c798330","D05","TREE","TREE_050.basePlot.bgc","Battelle Applied Genomics","2017-07-10 19:18:00","2018-03-24","TREE_050-M-20170710-COMP",NA,"TREE_050-M-20170710-COMP-DNA1","BMI_Plate42WellD7","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,21,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T224656Z"
"ad4c5cff-a120-4bc9-a025-853079d43648","D05","UNDE","UNDE_017.basePlot.bgc","Battelle Applied Genomics","2016-07-25 16:04:00","2017-11-29","UNDE_017-M-20160725-COMP",NA,"UNDE_017-M-20160725-COMP-DNA1","BMI_Plate19WellD4","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,48,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T164053Z"
"c313d959-47dc-4104-8925-acda6ab8b007","D05","UNDE","UNDE_008.basePlot.bgc","Battelle Applied Genomics","2016-07-25 19:23:00","2017-11-29","UNDE_008-M-20160725-COMP",NA,"UNDE_008-M-20160725-COMP-DNA1","BMI_Plate20WellA2","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,42,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T164053Z"
"a45323ce-7704-4dd5-8d02-23a216f951c0","D05","UNDE","UNDE_006.basePlot.bgc","Battelle Applied Genomics","2016-07-25 21:05:00","2017-11-29","UNDE_006-M-20160725-COMP",NA,"UNDE_006-M-20160725-COMP-DNA1","BMI_Plate19WellC11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,56,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T164053Z"
"3ea0f80e-0d28-4056-baad-c2be25836b08","D05","UNDE","UNDE_019.basePlot.bgc","Battelle Applied Genomics","2016-07-28 18:44:00","2017-11-29","UNDE_019-M-20160728-COMP",NA,"UNDE_019-M-20160728-COMP-DNA1","BMI_Plate20WellA3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,49,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T164053Z"
"5e92a131-e15c-405a-8313-f01e8d6e04e2","D05","UNDE","UNDE_013.basePlot.bgc","Battelle Applied Genomics","2016-07-28 21:02:00","2017-11-29","UNDE_013-M-20160728-COMP",NA,"UNDE_013-M-20160728-COMP-DNA1","BMI_Plate19WellC4","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,29,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T164053Z"
"8ff62f2a-0467-406f-824f-472b00ed76ec","D05","UNDE","UNDE_014.basePlot.bgc","Battelle Applied Genomics","2016-08-02 18:50:00","2017-11-29","UNDE_014-M-20160802-COMP",NA,"UNDE_014-M-20160802-COMP-DNA1","BMI_Plate19WellC7","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,12,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T164103Z"
"6f08d1e7-b636-4a29-b74b-a122d218f6de","D05","UNDE","UNDE_027.basePlot.bgc","Battelle Applied Genomics","2016-08-03 17:41:00","2017-11-29","UNDE_027-M-20160803-COMP",NA,"UNDE_027-M-20160803-COMP-DNA1","BMI_Plate19WellD3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,23,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T164103Z"
